obsid,video_id,year,n_rows,n_codeable_turns,n_teacher_turns,n_chars,shared_video_id,sha256
360,752,1,664,664,304,44494,,f18aa401e0804bc8cc6625421bbb198755123d2dbef1491aa69b84dac52f1865
361,788,1,549,549,241,35154,,5c98caf2e1fc5a4f4d6225373729af33960f76ea338ea0330a21555872818479
364,800,1,261,261,141,17015,,f6458542cb66be65a538678e005c4adceed13c82e2176f710fefe2591328603c
365,801,1,289,289,136,29280,,544d0436b61b0604f80731edcfd7f9b07ac4bf8725f1c9a7724ed4800574a06c
366,799,1,481,481,231,37104,,322b1eeabb1c58d797ae4430da5144dc3e4cffb8386e78211f0b072e84512ba1
369,792,1,361,361,183,22311,,63a7b6c69fe9daaf5a9e1161d2295d8f71bab8a3aa28710b998765423a834bde
371,747,1,235,235,118,44447,,ca6421d4e17dc727ae892742e94aa60762f858352ce1acef27e0fd343000bd2a
372,742,1,307,307,155,22373,,64f121fe466df2610c484c98f227222aa10d9ae0b63bebe7a91f9c252a7f8b45
373,750,1,387,387,189,27861,,c6ed3b4586e1556bab8f61f6d51c853c899d7f0629b1a720c98a39fc209fee6a
383,782,1,849,848,406,34698,,0bd5a1b1329c266b61504c007cb0291aa480aa355d44c992b54ba99c0b1a5145
385,777,1,564,564,274,41119,,7fe463946973090a912dca8e731fdca10f5c39049e6aefc5eb326c0daa9c3029
386,768,1,637,637,313,29168,,a4abc9415436aa5ac52f14ff45de97f2987575d1fb78a778867df024fc59682d
392,748,1,405,404,192,36278,,3d7089f0668479546b0165e309e07f4575496198bd42b7beb5bfdb6021eea69f
393,753,1,504,504,244,34802,,7770cb110408af6b874730809b64f49aa644d141515788d55206028cab8dd8c7
394,746,1,614,613,249,27895,,670cd0d6414969175ab70201e29eb48fd497ca5444d31623d80d10a05ab2352c
400,761,1,296,296,147,23415,,44a2b90385fbed59c7008dec17ffb6991e4f8957ff0437b027a25fb7ebf45e6d
403,722,1,274,274,138,33513,,d6eecba645e9f94394a6dcf5be2363cc9a1eb55d93a5bca3930d788395a13013
434,335,1,366,366,181,21146,,9de9eb5a7cfde6789f953415e77c5c0f47cce9423e38d06313e58edfaf5776be
435,338,1,487,487,220,19764,,f9346bf94443c4d9b45bc16538ba7df09ce860454c1cc5b47e6952d4463183c9
436,337,1,342,342,171,32950,,ed1aa2d7f83dc8626388b23ffc3b239dda3a9ece70caf4271b9941df9d672678
437,334,1,397,397,180,22610,,154e66f1b805f52a16b514eb33dc0ea9a22bbcf862f41aaf5fbfced1235cfc8a
446,340,1,534,534,256,31845,,d24568859a96b70f9942cfd14d5dcc52c6068f37583521029f0982c21d617599
447,333,1,211,211,105,15525,,65b5d5a85086d900ae46fd74349428676c4afd0133ea3bb3e775f1307dfb0e2e
448,336,1,447,447,231,32480,,31506b19678cbde4b27e04fd18489da24d2894fe76cd0eee664942dbccbecc77
450,328,1,405,405,201,36250,,db291ddb2feee38f1d35d70548c619e0a74fb643b8a9b55bb2e9a515e448ac93
451,326,1,357,357,188,27928,,eb48cd0e1755f2f7b5865b2a29e9484b1a41a21e76153d11032004f8a60c105f
452,329,1,255,255,137,20448,,c21d8f00163d39f25bbea3583371361793f72d491125a8e19035913c6469ebe9
453,327,1,288,288,175,27650,,1d632d6ff65ebb3aa441f7653a829007486c029567eecd8e9bed8a172f55b56e
454,375,1,427,427,214,24890,,0d51ed0ca08c8d9d3c995e46bcf38f39dd3e40327e5b1db98c3066ac31cf981d
455,324,1,451,451,219,28436,,b31d3c66891ef25930a61e888e0fd1c6444d18ad1926c8607365a604fba64092
456,306,1,474,474,236,43462,,0703c76421e6dd4f8971810c1b5e625880c106a90cb4dc3eb794d2ca21433f95
457,305,1,718,718,360,31525,,60675ab7330aee71d6d5684238bf1707c42b6b1f05c13773c7dec1cd5ff25ebc
458,304,1,391,391,195,34244,,3ccc8488229bead6180744a5a63f0f151d53e86cc36b07faaf54babd94c27309
459,755,1,564,564,202,49438,,0619cbf04700cb28b51d5c5ba99fb4797eff6d66e798d81965685ff3d64df5ee
461,759,1,371,371,187,33280,,d3d617abe7c674f166136b8200e52815ce81a3253f6cd6b79e5b23bf066233f6
465,339,1,466,466,233,28925,,0fecccf13b22578ef176eedf4ae4ef598bf7f17a86b7cbc06b46813725bdb6ad
469,447,1,177,177,89,25182,,34733ce9c30c6fbabc90af755bba0df0a4ea4564766b526bcaae575ff312c447
470,443,1,666,666,337,27747,,8cc69513ad3bf1dff3b20f18f594662e0256418be830922a4defc2273629927b
477,760,1,510,510,270,40367,,616fe2861291042c378aca4318b336a1953b0264982dd84405b19023136b433d
478,751,1,303,303,150,21201,,e5760e16965bfd99bd4a8472422d28129d7adc9cee40e1c33d9986170c23261f
480,727,1,396,396,195,36730,,f55df6f190b475d33951eb33fe1afe453d545570496d2be5d1e942a08239202c
481,721,1,552,552,266,29382,,49a6e63c56e69985ea41e3cb8e8ce77c97ad1059b5ce04d5dd3b58a30c61fc90
482,724,1,592,592,262,27687,,ab4c7a5310dbe5d4fad22e80f968a8a3656a3529a3fade07819ed57923dd011b
487,441,1,537,537,275,28916,,ef231f457f568dd477b70a7170cb46abf12cd39c506bcbcc8be51dd7f5b97f74
488,781,1,279,279,172,36386,,220e04c0ececfbd5daa36f8f0649a1469f7d43dba3a2e9883ab7595318d51fff
489,776,1,571,571,293,35802,,d9a052cf90b61831f24354c887f782869e04ce0895ea481ad8d877e592066a5f
490,773,1,469,469,235,35094,,68762d5d0fcedf2b8eaede32dfb06f69a3b0009ad7777e643789134ec40f61a3
491,778,1,370,370,177,28884,,6e6d79e8da6dd9e560f053ffb2136fb3e9e744b53e2eea5a3601ebf5adeb1d74
493,799,1,153,153,77,22218,,56eb41c0d84f41ce730234352c68452b1e48b3c7209d8f3aac6cd6a03c4727af
494,799,1,388,388,200,28508,,821667c0cb2af60eec194b7cc2b026ce7a8166ae0536e24b97a84f4384009253
495,723,1,652,652,352,37300,,76e98dbf8573b5cad4d7a1a8bd0c6df455f39587db25e1b990a6194639db25ea
496,722,1,366,366,183,32561,,28e87bcdb91ad8b01df7f2cfc55cd6d337385fe03f145209c1095bab6f2d7f4e
497,730,1,385,385,191,26386,,6bf91794cb3c68065001bab90ed11bddf75621d002c38ffbf51e3e7837055cf7
498,727,1,415,415,183,41516,,e934ef9732e9b36cbd1bf3162cb3332217dd2e1ff5f1233ac537ca6774f220ee
500,791,1,479,479,245,24233,,ee736e6c1c21160e2e6fad2a8020fc1f8b8aed5f92fbb18cdc93a49382160c22
501,792,1,455,455,222,29541,,489d665fd5c227f8c3bc287370a044f22d50631821c0bbc79143800136408a81
503,794,1,262,261,123,26240,,5da7b1373554060364be7c0520301aa134b7fc64639624bcf08f7925aaabfcdd
505,358,1,545,545,273,24536,,5127cce3d587eef94cf3a3f9d32677e846f21f3281fff08a7501ecde047d76bd
506,740,1,516,516,273,33617,,d33b97b4b783b29bcd0924f1fad58d324648c93dc56fb4a944b873cf35803645
507,739,1,310,310,154,31280,,04c5c7ac8e593ada16d596dc1b3f4762ebb0c0713f5f6cb5b10aa458e1ad4b15
508,732|733,1,918,918,445,59270,yes,dd303b5cf0f3259ba3f597693bea52043ca42c55f5178e90e1dee05131c24ad0
509,733,1,720,720,341,38591,,4931af0c892e1770e6bccafe56aaa4d076e188c2688bd92d52d44bddd3e19f31
510,734,1,512,512,237,31255,,49e1d03f62e6ed26e878d6e74cec004ebf250eefcaa993e31438b4ecdc40c135
511,735,1,202,202,99,30991,,24e7338771f3e77cefffb5bfb03db36ea458762e3c1239dad466cf685695e829
512,769,1,245,245,114,11848,,a45faf33a5c85501998c27c1cdf2961ba06e39703d857a94b326268e77ecc63e
514,770,1,459,459,208,23570,,b3c37b5816daba9d47a7d9204c86486603ff6f6b2e6418f355e7bf8decbeaa6c
515,773,1,333,333,165,32807,,353a4f958f015e8895e4fa911240ff1a82603888a3dcc08ec10b327bf1c45d0f
516,440,1,554,554,236,34593,,b00626b9aa1f8a7c8cbb5f4706aef6e05292174577df705960cb16c4ace0752c
517,438,1,493,493,267,26870,,a7973925801573d973831995753119f7a122e30107cb7029ecda6cbce2cc9713
518,444,1,222,222,114,43405,,625ec5395da35927196239ad1812b81483e7d67261523f2a0c695e419301e797
519,442,1,456,456,247,30338,,54bac621956469cc441df9013f8dfb1e6746c4d2df3524408601024ac6a27847
520,419,1,830,830,370,39880,,7d9b4bbccc29537f1f7a958b1e5fd17aa262771541edd3ddb5f3d7613366b64e
521,418,1,276,276,154,29543,,4301d84af3cf64db1d98554bb82ecc2f018cc61378261af496347de2a034ded7
522,729,1,755,755,349,35175,,7399a0a796d454adcf4ea0b539c8af3dadfc355426ffe706df93f7e8d9ee6470
523,726,1,220,220,108,32360,,4836d89551a83a6b5066c1ac473014d145b74a0ebc38c16cb8a2e5b43b320c1d
524,731,1,469,469,220,33264,,d7b5616d26834471beccb29a0390cfdee87444e481993c7e24abb9c3154c7bd2
525,721,1,231,231,161,20915,,a0d17c613bff2322dec135f2c4077ef803bf938293fb5744c6e60572109c6806
526,723,1,513,513,237,30504,,07fea97f9819c037c8f2ff5c2d35cd72ec737320b12b41d1b54d1e068d1f8133
531,308,1,336,336,171,19024,,839f795aaa4b1ce653e7e7dac7b8806c045985340bebf3252facbaebe7302d36
532,330,1,320,320,155,30187,,df946f9b4d3e653ffd461498cda447026681b57955fbe75ee338116e36b5eddc
533,323,1,232,232,127,18280,,09646e02d0e70086ed29f2266072770afef50ff1c94312f67c4ef2d8719ea448
534,320,1,397,397,198,30658,,9abbef972282fae8c04deb90cf699aa957f79e30a870c05936dcb0a9958fec5a
535,319,1,405,405,202,30059,,247d5b1df998a0110fc920ffe841b080bbb61c1f897b57cee4d34b4f1435ca8f
536,309,1,358,358,196,22110,,7b9d2c88300b5d82453d3470e727e2b697162ae99463507df833d3c358ce252d
537,307,1,536,536,248,26092,,bf9caf3965f4aa36373a5e47888924eedb744031a360261424080cc77741c2dc
538,310,1,362,362,179,28100,,3496bd95d48533665c241d7acf8f387d6bd68d4f2de79638231ca5526ba8a432
539,359,1,570,570,291,32822,,88fd77981dcf86ac8b59470db496e50b84ad3a27f0cb711f7670b4deadd72df0
540,321,1,383,383,200,36176,,cea20cc70f452db2a313981371d94f00385caa11cabbfb51098ab6043c6787c9
547,749,1,535,535,266,35960,,cd6ed48c2695d848a7a6286ab746140459df7e98b35f64315708d26df120718b
548,742,1,617,617,299,44492,,fa19c88e1bfd5621a270c2dc8b6280411287decf7bfd9c3dae362630f9a28bc5
549,439,1,409,409,201,37329,,1e1f39e9da533e66004425ccdd65be005a307b20e2b640ef69897e919bc4a320
551,417,1,345,345,171,34841,,08d961a148b06be0834336aae112938b05bc7b48c8527bf81086bb7c3a2d47f3
553,789,1,279,279,148,30274,,03641ebaa1eac48b32130e0ac011a5fd1884b3042c3700701370731e5507798f
555,785,1,662,662,314,41711,,a48b5e9631985d96f4df7483a6396bf6ac4eea9f0431062c68b7f83a78ce30d3
556,787,1,580,580,258,31536,,31fcf484d73aa116b1c5ee4c088978232be85d3dbaeb0b3c3c98785105af3482
558,318,1,310,310,156,27522,,72b43b4d9612c12119c1a2c734c61e29210227c60869d6ac9a455a2bb11a32c9
559,354,1,468,468,242,24856,,2cdaa0d8acc27d9620bde1e3b527da38815b368bcef577b579136cd49202d124
560,302,1,334,334,172,24835,,a0f4e07fe3f25e2be54af5319f2d40f72b810b537624276d78fb652ee5df82e7
561,332,1,514,514,262,32360,,70162bd21b392eddb8de4fe650c5a38dda54ae5366bf3bfca20800cfd99b24f4
563,747,1,426,426,211,38132,,e521d0b72e27732d27ee9a31a4ccb6840aae64dd3420cfaa2a0b5d9739910eeb
565,776,1,592,592,297,37622,,67012f868bd404c990294c9d146360a7842564467f2a73e2439f07c984b4cd02
568,753,1,543,543,311,36780,,acae05e9a28093e894dee66450a67248f70c9f4ff58a2132dc1cd8bd7423d8da
569,355,1,292,292,161,21756,,7748e8953b4dcfee27972d7a57816a7c52f4caf19e0f3e23c445402f81bc89c4
570,357,1,452,452,215,31673,,cefcbcfbb154d848b105bcaeb239c6dc4236fecabced2b533408cb8aac377be4
571,356,1,481,481,277,47764,,332dac75c384866d6512450c2951b9bd97d956c4df339a4a42e33ff73d24d469
572,362,1,262,262,128,24892,,e27a1a9928945b58fa00a8e5c73d168a011add48fa825450a601acb5e25bc234
573,361,1,409,409,203,50163,,924d03f4e793d401bed2033479b33ed973058171b9ec8c54e452d75cd7748563
574,344,1,471,471,225,36575,,430592c3f02a2f2cb72212643834c1a6159cc474fecd464b7aa2f4ecce995420
575,342,1,394,394,201,24373,,fc8cdbd5f0df3332836504fad3b1dd169e953418f1b9f750d556af5b19f87bc1
576,348,1,317,317,158,25906,,4c3a8fcc09026373d514ab20d8a4df10ba6aa9d88935ccc58da549edbda5bf91
577,351,1,518,518,251,35874,,1bb219d82147c8ce48ac2e53105df14dbfde73a66980ba830b441023e39e6435
578,345,1,764,764,385,49042,,cfced0e14e86ad85d14798abd3209276962d6c1c6e2a51d5cab077ed44694abc
579,349,1,168,168,86,25559,,bc94220814e8c70d62400eae0362d055466d1b6f10c63b2b141ca0e8ed6982a4
580,353,1,466,466,233,26397,,dab30b7f24bb15bb87732ef2156e7364d0c648885483653ccc538607db96efd7
581,347,1,544,544,271,28200,,f44b839293cd2ad79c02383b6c43d337f673728705af7d84874755215ac6bdcb
583,346,1,680,680,335,40213,,d19daae21c41143d3b5b76bfddcd4ec700d463bf70793a5eca403d7b9bad3301
585,352,1,251,251,135,19228,,3415bba5b124346d72d6809dc9c5fd93e1ebebb56e1d05de68d4affc9a062a2f
591,764,1,323,323,191,23879,,4a83e81cd42a35459b760c05d2da65393a85fbb928a1bf674b61ef4c0574e60f
592,763,1,268,268,134,22275,,9d8cd248921da08297133428e440ef7acaac7ebd79d182aca03162ad51df9996
593,762,1,274,274,136,19052,,e0421fbed073841443a34250d2c3a0083a312eb51f6c130d7832a9e8b2c71ebc
594,766,1,225,225,121,16506,,9204d765f66b0cd49397d03dffb0548ba5da0ed87d8d1969000e25df6a6a52ae
598,704,1,506,506,242,33616,,1133a17fd3adb5dfc6cd0f23e4bedd46624298ec955f62a19fd69c21ec8ec9e0
599,421,1,224,224,111,27841,,4b9546f24942c49852005f70a7d770f7a41691436939b411737d61b4709bcdaf
600,420,1,456,456,195,23225,,ec5e36da18bee610209f9b7370fcfa57b5e0f8dc485105ad56be8d56466a36d5
601,432,1,235,235,122,24383,,929b126e3d59040f50a398ce8abb8478f9f4a924b5c52c71763b725b814552d5
602,414,1,388,388,195,31696,,2c90b2b401b00233e9c4fef74a692acbd2ebd7fb03d08e03d3e6f75f39847880
603,417,1,150,150,75,28217,,3b6ad85fd5387919661e01d7f4c098d12b4e0d57b7fbe4d8327b0a339c73c755
617,714,1,251,251,123,23321,,ad9e2c1a2f40a1881fdb58eba6a1949a52c74200a36e50ef2681e7a1da297004
618,719,1,392,392,190,24454,,e9ed247980d24b34aa017a8f672d73d16501332404e579d6dff89d192a06e795
619,709,1,360,360,188,22741,,a0d62162aa6fcd5370c638752aa9f06b86a36bd7ffeeafaf38f11723f8208b1d
620,720,1,669,669,341,31725,,2d1f026d4134a768b089f88863e1bcfc04ad5c9c1c5b92e659e4e992b6bf758e
621,715,1,377,377,189,24583,,ce59c8e5635458655a7abce7917f9f22ee073a6760397b5cd67c3e2dcb3ccaed
622,716,1,384,384,181,28678,,330e64ba8bfdc4a1186b5deb8712480d8502ba5dcb1e818f0238c5bddc73cb3a
623,718,1,606,606,289,35855,,4761b19efc5a3e36afcfc0fe547bc46c191200663d6dfa4416b24a2b61ca2a54
624,710,1,379,379,175,24025,,8591a9d694aaca3ba8dd5dac081f6691d88eddaee94cad6a3c2f9f355402338f
625,717,1,119,119,90,13100,,6771c76220caefbd6f4d0dc7f57fc48b99abd3bfa68ae1e4b0c841e321682231
626,706,1,375,375,184,20775,,08e0d3be5fc7bb9b1393b2d5e53bb55eec039210605de1f3b061b7422cd4d524
627,702,1,503,503,247,24912,,6631338c5f066887ad3d5f370bd3c0e4e86273d19fd9f1d5759f3b5d39c87427
628,707,1,324,324,162,20735,,d162953935f656b0add4a488ddd1975133203719ee24f077df936d97a0a81908
629,705,1,343,343,164,23509,,3cf5c7779c22ed7aad6d4a841bd6cead8ee68f79096ec231f93fa87550700ba7
631,759,1,437,437,234,34853,,3925518382776c53ade4daea7998d06973b9e2a5f6d239d76f3faeae5237d2d0
632,755,1,451,451,227,45059,,6a06306997687409cf8142f60f1ea6bd8065a7da768f944b525ca6aeb3bf5ed1
633,748,1,218,218,104,25220,,0f579ecee4f71f725bb1fe0348b27bebc19aee0a68de9e46085e3627d5ee99c4
634,750,1,452,452,220,27159,,c9a93f058dabb79c67e7646e12caf1e853b98cd4abfe6014b3747ae648cfaf81
635,760,1,540,540,249,31934,,bced1ebe6172e886beae7bf112c42dec24242d8ab6a649228e1accf988c21e53
636,416,1,309,309,156,32734,,25dc88661663e86e66ab634b22a64e3239bdd91e4b52f779fe7e8f222065ab80
637,433,1,552,552,275,40270,,9ef7451ccb773daf15daeddfecbb7545e1de608914482cc57f7779fa07f035f9
638,407,1,578,578,303,38275,,713cf8aa1d68c8ca925654fc170e0663886f73868c3332ea242e22b205b0890d
639,441,1,986,986,451,41300,,cea2a679e96f2806dc15b78ce756ea2169855c36173dad1378c7e61a850584a4
641,442,1,599,599,314,36066,,91da5f68673626413f1b2cffd6aba911720193f50e264018756d27d8fa1c2d48
642,713,1,256,256,126,20193,,899f74b3c20df0732d1ff9db7bdda06f05695a17b26c22c6f6f0f932c2fc24d8
643,712,1,286,286,177,25066,,4e604bf027e7fb5c9158060bf0f8071f1b93c00803dda5aa2d71481a088de811
644,711,1,116,116,58,13982,,bf1fa38873d21d17042fe744369b0e529fabfb4f68c93cbd30775e3098ec4134
658,768,1,541,541,280,17774,,df08039c47e36004621ae64b08a0ecbd664d7cca1fe881db01e432f7391635d0
659,780,1,276,276,148,25591,,f4b9f8d92f14d503388ee717f75942574f639dab8acbe9384aded63adec61690
660,775,1,155,155,78,18859,,1815bb615cdb5ed7da2192fcc70157a5ccce67acf1c93833b6ac2a92027202ff
672,796,1,505,505,248,33408,,ef013797e5062a9d5e45fc0adc7c48470c4d2a63a9e67c0daf3a046df782f5dd
673,795,1,218,218,121,24111,,365f9f04c94ca07e4c4b40800a89678b0b1a8f59fcc313cc9f21b42974d3d95a
675,797,1,386,386,174,25580,,3119bb3fdc7105a467d01c8ee20c0a9782ee020dda06f26d528da5c5b1bf747c
676,698,1,323,323,167,42830,,c9ebda72ead6664a914a814db07997f46568c48d6f6284789d370c7f05be51fc
678,700,1,386,386,184,24223,,29ed1dfbfc870803c7829669db364bee295220d451155d40aa97e5070edb7aca
679,697,1,605,605,282,28735,,c220259d8dd97bf6c4bb7e03685721ee05d4e5e81571d8bea790cee3090f44fc
680,699,1,212,212,106,19321,,c385075559eb2dc8eebf30c446cdb1ec0fb453fb1653acbaff043eba09dea36b
683,434,1,379,379,206,35611,,70ed44c01d0a7369ab0fa4b83f963cba69c542cc7de0b71e5aeddedfc7889c78
684,444,1,456,456,250,42815,,7a682c350cc0a03d55230e4f5feeb3dbfe2ccc3daa3016bddd435911026469a0
686,438,1,388,388,211,25557,,0ebbb86a72030cd758dc1c1e4d423693675d915f62f3ea9c99ff36e86c383ed9
692,362,1,311,311,175,25590,,2f3e9a1b2678dac83c3a6f94c3518bc5ae067f3e864c209741274e3f427c24ce
693,544,1,199,199,99,16162,,fcc704b60b076bcca1c6cbf9f56ff3ad69c1c6b0dedc753d6d312a3d5e07c6e8
694,529,1,295,295,148,18877,,c61e595a8b7e43d98c84d24612a5a0db2090b2fc90269b5457180291eba8c226
703,788,1,456,456,229,37758,,43f5ddc3f2d594ed4a206651f6b51a25ca051b9899f55903dd2d7055f437be12
704,783,1,324,324,160,20440,,cc09c92eabd7c1093f93280a541a5de1410a3886c881a29f542d32e8fd147e72
705,788,1,313,313,182,32009,,55bc5492dc9e4c441461fdfedef1085a98da7d3c5e017d7f85e4e8d00d80c265
708,716,1,118,118,59,18792,,55d4717ca0783cb1954b12e64d681b51e2e29a4335d1d10b740adcf545670ea0
709,720,1,561,561,265,22959,,2b6c469133648995816a22dd783fad7065888cf168504624a912b932d66f39dc
710,715,1,354,354,167,20483,,5eed3dea4798befcf09015920557e52995cf794c987554841f984fb8ba10e224
711,719,1,393,393,210,24871,,31875cc988d38320431049db542d7c13cecc0de99da50f8b97b2be032b9bed00
713,781,1,95,95,50,10447,,813e67ef32283c355904ddecda0948a1092f5538e8f0240dbf0541f571c62db4
714,778,1,451,451,210,31218,,80b1b8d076ea48fedd31810999cd6bddca60969a06068c4ae0224d652a32126f
715,774,1,197,197,100,14251,,c514e7efaa580ab561ae8589caea2d707062d3392aaebcbffa767aaedfd78269
717,541,1,384,384,180,20401,,545d1e26920872b8bbef05b4760dc65f5e3cdfe824f5340198d9449de2915a64
726,800,1,706,706,329,28607,,84033f39c9b10adde730a4477da1eecd459baa106c0cce404675ded360addc8f
727,791,1,545,544,264,26393,,4a504a11072da6d8504ccab9117d96c97e90592fc0938921f4ad0d8686a662ca
729,440,1,353,353,194,30187,,06e877e1aeb8e3bab3aacd7c570bab39c80ed49073e5762f930c9721d3e6106e
730,426,1,240,240,120,26332,,2edd9282e31eb3d0f45ef1a3f245034dca2819cd00274152d281af7b3f5507e5
731,447,1,199,199,99,29090,,95c25fc42cd12a497244b38bd6f7aa6959d5bffa1be5f2c4c87e91d9bb62eb30
732,437,1,239,239,121,30854,,8c934a700a0e2bdb645f5edce80b94c0485fd40e11d36d921bc6ab012b497021
734,436,1,343,343,164,23308,,b6f9f3cf44c9374307ad1ecda7f5e6637b58cc9f88cdb852768e4969c7a64055
736,439,1,824,824,374,35402,,e63d114b46e42470d6a6fa02c6634d8b6f32e82ec6dce7f17542a31d8316f70b
737,424,1,589,589,276,30586,,dc64b35f76ffc25f0c31a82d85eb6ab19f53effe9caad297dd542ec14506e00c
739,427,1,535,535,284,23616,,7f0fa1876eb7b3c5f633293244dc2cc07297f0633f7b3fbf3f82f5ba54eaee43
740,425,1,689,689,333,29004,,067179a800a30f8d20eb2fa70ea1dc4ac104666252f36d14122e369b51915976
742,405,1,424,424,216,32130,,50e7799164b28a3f15d4a5944956db1fcbe61eaca17764b9c02395e1269b3672
743,406,1,594,594,283,34450,,a2bfa82ece56621b810144fc63854737ba80c9198bd09e55015dd978f8b5ec16
749,558,1,363,363,172,24624,,68a40da147a23bc215da4051f7e3acac8fa1a7cec4f6cb86d07f508e023d9477
750,566,1,189,189,105,12779,,4774189818af3c88058e66e3126c7babfaa8d2161bfa1d0c7b8a1c099c00ed37
752,334,1,624,624,287,26071,,ca43f6087135745d6ec6c0a1890e42de49a15aed9aa2dc774cc56eeda036a5e7
754,365,1,510,510,212,35210,,99676e2e93aa65ae831f2c026f13b2697559963a86bbe41911432ad2dca82a92
755,363,1,430,430,199,34671,,67cdfe5978562e4ae5db09b0f669a3daa0548d0414c730d2e6a7251ec0e1083b
756,360,1,454,454,250,25233,,c987206c31d9e3ff404db887984bb8ef7f69b7d1b56e20a41f56c17d0932a5c6
757,360,1,430,430,202,22872,,1254940aa9fb37340d1676d57f6996cd73b44c827536b74606c8aa8e6a737f7f
758,360,1,624,624,289,27947,,16bac0d929d2fb4861e56f5d1221ac2f938f7a18fd5271e7af563d8aa7892075
759,708,1,493,493,212,16623,,6ca800c4eccaf8229f26d2fecf4d01269eff09812456f2f4d8e0384e070bb297
760,706,1,94,94,55,9747,,58e2c66fae00d1009b0ef1bf95f75c3bc0ef5fa4bf78017e978c7ab9443b7989
761,703,1,591,591,269,23063,,501df3540c17a8d5eefffb5655bc857718c0c6f510edcc93df19dfc537352339
762,701,1,209,209,109,20993,,3ede9c97e70ec5de50d5c4f67727ec71e0dda708467bbcf5b89faa96618fd5a9
763,423,1,619,619,289,27705,,b99aa7cde8f8540acc0a7bb4dbbdd76708250c4bf0e2c7ea56f8d8ab3d8a776b
764,746,1,249,249,150,24310,,68d6e6fbd5f266d0ea59e2f5d85a43ecbd2544a4789dc2b2794a9edd80c0a252
765,708,1,402,402,199,25680,,8edde69c41b10184554da77641cb3c600803b82968997ffc23ad6162cbe1a69f
766,745,1,307,307,175,28811,,fd071f284f36a0f95c65f44121761009086d0ce111bdfef91f7263b9cae20935
768,752,1,366,366,208,36482,,9c6ccaefcecc47fde4194fb1a7ebf0a47e527544453120a1b5cbc139b4b7a482
769,442,1,237,237,119,17558,,386b8e32a1340a16cb908c321ea8d7042553563dd783ed8a325140baa1a222c1
771,410,1,507,507,218,30697,,80aa347a97ae8b85d053f11a6c423ab731f87000033a7a31cc4ecab0ba726dc8
772,443,1,960,960,420,30003,,2aa5b82e808b5a8ad3e1b30d3ff728e6db2bb5cf60765da84870a8c2aaa667ea
773,404,1,173,173,86,28419,,33f6d401a91ef11e8d0e2d13f4939a7835dce45709d4534240d23c4477be266c
777,714,1,142,142,91,22073,,68ba94dccf40a37d3d919147405c8dd41a8b9aca328433b1bb3bba4ce9c33dd0
778,709,1,60,60,30,13269,,8dd48e0d5bb1eae1d61adb71e9bb6e0fa63c445fa047582a4905b5dbc5c2f7b8
779,718,1,79,79,38,11311,,9331b3813b07103f80242a703640ebc7af8205694081f0f1b6cc0115737a755d
780,712,1,175,175,86,13544,,1644b8631bcf87331c9befc07817e98fcfcf9fc9e7af0fb12da01bcb9ca76a9f
781,784,1,597,597,276,39834,,ceb29c2b4be24e602a86064e700fd810bfb317b005716c351625bd2d2a9c7117
782,787,1,274,274,135,20018,,4697c33ecdd2fcc0e35825811ccf21d9708f6c20e578e6f750812d06980e5b08
783,785,1,338,338,168,29729,,77ed59fba1b392d8da8ede0fe1b9bb3b61f60034deb35621a7de3dc583a121a3
784,783,1,316,316,156,27479,,83b5aa48869015074658963eb8dfd77e98339c1aa72eeaa4d88f226dfcf7d34a
787,326,1,322,322,171,25704,,186c743cf439ba90cce476c80a3ca8298879b63b4b4abcda983342f5afb24c2b
788,302,1,323,323,174,16831,,fae83cc36d576268f96a0eae15a68734128ce46322bcb84b7a38d6fb93fde33c
789,313,1,449,449,223,27089,,d2a9d70ecfa1e84b7d332817b4de35d28f4aa1e4687d1839e38cce2e2a1ede6e
790,315,1,239,239,124,17639,,91b33e04137292aed28ccef78c58e696b960dbc584f4f6cb0952d7d6e525fae5
791,316,1,308,308,178,29002,,103a510a939844bbbfa781b95433a02638d7ece267ad2652daa26da9d0efd49f
792,303,1,791,791,368,39505,,d5fc1b09c4a3720b3d6ae483f5672f6e64dd945c90de381d6878212faf5674c7
795,710,1,170,170,84,17966,,83546933fd9f8c0c46ab57a877933d3c7cf5a30fecdf3a35e19bea0240ff95aa
796,699,1,84,84,43,17307,,7b2ffe8af3b87204781e625a0db741ca15588bd719f5370c0d2750f4f0ffd396
797,697,1,180,180,89,17914,,0e75f3177623a2f83122f52ad8adae12121d60930d0410803a88332e545bc844
798,700,1,554,554,238,29144,,55245a51eccf1d127249b774029ad303ea8098c7d5079641dbf215005a4c9fcd
799,713,1,288,288,153,15705,,10655706412802f50d769f487d190f12865fe796d51ca6b3736021590e34aa89
800,698,1,306,306,151,36612,,cbcf7977cf6fbed4a757f4b21a71398cd91fe517f4659209bf745675fb74aeb4
801,717,1,181,181,94,10583,,739c653e5cd4dc8098c85e0eef7054f61f8625e91e41d08bed52b6b166604742
802,711,1,320,320,166,18858,,8861f628cc74d3ee8fa21a9d2128aa89cd1f070f7e012f1e50e6d2476aa21de4
803,428,1,459,459,233,32657,,338813c9a38d21914270a7a24850ff5e067be921333343959eff6ccdb58efe20
812,413,1,316,316,161,25550,,e3c94ea8b1e649a98c6346c1fcfb115d56e040d58745cc48d03719bb37b6e384
