obsid,video_id,year,n_rows,n_codeable_turns,n_teacher_turns,n_chars,shared_video_id,sha256
4158,737,3,464,464,243,33566,,2cb4bc8faffb564ef3ce7e8c08ae9f9a19e4db2882510ba8170468f271c47e94
4159,748,3,189,189,93,19210,,a77ab154666e8d49ea87391aa41580f5dd32d9419f233be78e707e0e44764fc1
4160,741,3,143,143,71,18754,,9682095748d7628c53f32b12cac473d9fb4482758beb50ed515500e39043e8da
4161,740,3,595,595,265,38908,,e1c58351cd9ea96d7380ecf3e0ff6d11ea0440ef4d0ad5c4ae100547e96c28a5
4162,764,3,484,484,227,22517,,1a471b49aa4203cd493084eaff9cb124b1818bc4c1e3946da595d187d4c3aca4
4163,766,3,498,498,222,32001,,a2d34206dbeb91294fed49f3661fe567d1bee7c7e1a0d7507d765c070e99ac40
4164,798,3,137,137,68,35904,,622c4d5b34c328265a5ff78844132328552b2f84f688415afad89ce5b39f6314
4169,736,3,865,865,381,31434,,1ae450f2099f9385784e667e5571c1cafd2ce319255a8d7dd38ad73e161f9121
4191,802,3,537,537,236,24401,,3b6a5a144afab7906eee65ce66e1b265cf2080747cce25f9527d18dce846e3c4
4192,825,3,437,437,194,22903,,c6121ddbeb662e4a202cbb1b9ece96183ad37e897a61fe996d7d4bf85fcdaf17
4193,833,3,244,244,117,23427,,7b8ee115692d59773c2b886b05b72321a430e5e05235d5b0b85b2d81f96ef16c
4194,823,3,259,259,127,24635,,e8ee3345d569cf976ce24c613f01bed6daec9e66060d97230a3e829373d0546b
4196,699,3,184,184,90,16218,,ac8d817e019bd2e1b89616fd8a898162ff21ef17a23e57e05f362fb4cb4c2c11
4197,810,3,686,686,318,32072,,8d9edc70608b6fd46690b2c117e3a104ef1cb54713e4b42b55826191c95ae5a0
4198,788,3,580,580,243,29099,,1d57221fd6c15818ebc86a750249fb1fac27c1f34791fd2f3ec1f9ebb9556105
4200,789,3,331,330,173,30517,,cc1c825e444b69f58d0737c2c7b7abfc2c52d594b14fd2b4799b41bfa5a38944
4201,784,3,1203,1203,538,44990,,dd1d562e86ee08d6f63ca09ac2dd92b9c1607312b1fbdb8ece28378d0bc82217
4202,769,3,115,115,56,9248,,d2250e9814c5bce4067808f46c8901de524b6b12fd7f1464de2ecc165a52b74d
4203,816,3,277,277,148,33675,,13365bbd43f989b73c0406838d027443e68dbd897c6e3ba5d89f0a0de30e64c8
4204,792,3,548,548,269,34828,,bb063eaeacad4b01244f4ae5772644c6404caef52c8703995ddf2d266afba018
4205,815,3,488,488,224,23803,,9c0ac2cf5be5b1a4913b2410f8c9af25d8fbc8fb10f3c0eba573129988340291
4206,791,3,292,292,138,21443,,a29376ef72caa2356193f05a635710d5804ec21d0f4c639cccb0b48ded9daf14
4207,813,3,66,66,33,11570,,18c649ce2a002ce16bee483c7756efa151ce12eae174b4da597b19a1943e3820
4208,813,3,468,468,196,20936,,2e6ea84ff6f520be2e249e73826c56f09c0ac107b420dcae98a181b4e7b2ada8
4228,568,3,177,177,89,23157,,aedf1ea48928b088ad6db8c8c3283b3502de0b824f3146885aa647a0614d39e4
4229,545,3,104,104,52,21566,,586987ced9beae37b983f41e0b1a4f27d8144f305d8f4b4e85dd73f27dce746c
4230,569,3,437,437,216,22703,,bfbcc9678c6cc1d5999b27f0598baedd7e0f180c92009a0083a649e629788076
4231,544,3,619,619,302,37340,,5380d4f2ffab7a475c7addfc836217028e9442aa94a548942831b65ef55a47b5
4232,543,3,873,873,401,44189,,52f2d6d229ed153bdfb88d05f4ce5cf531cae434689346838ab731c975e2fd5a
4233,538,3,193,193,83,21594,,a2fbc1c23be6279dcd306a29e39adf7a294707174aa1c22ba45c2d78368824ee
4237,828,3,538,538,245,33023,,42bec6d59f5482a514a9ddc0b7ed48729c97b10fb6a38dae424c13f0319617c6
4238,830,3,294,294,148,28621,,22f99b68074311b3610043cbe6f225f22c202534f85990e240be3de9bc4241e8
4239,703,3,294,294,155,19340,,53ead6e42ca0ce89ec5915508bb061db096a1eba3d140fdc390d3c381ae6992f
4240,314,3,277,277,136,30450,,cfabf88371efb50d5d6155dd3e4c4c90cf92b3d707321a2f0bad49abf1ce048b
4241,315,3,282,282,136,21905,,094a3fba3193e616a7bfa58d2efca763601508339cd5f06322dafb2a9afedc3b
4242,374,3,231,231,134,29432,,e0afcecd58de44f0988c0a2ba8c44203739b017899d6cecf99bacc2f268fa027
4243,372,3,385,385,190,25496,,eed0ff75cb8e0aa608dbce7a3955325c812a48fdad90b9a1e22f7c71cc89224a
4244,332,3,649,649,292,35562,,6cec5bb4d7639042412d00f5d936931646ab7a08f6bbf6c9493a78b32cf87cf5
4245,371,3,276,276,138,24704,,0ff5589117d1232e06160dca1169ebcc717ee9ffa1bd41e4e6d56bfcc0232988
4246,350,3,522,522,255,24404,,19bd3ae6ae1440a3186281db3e1a657040944ec239b61c61d3ad90db94d5ed9f
4247,353,3,375,375,178,23346,,5bc6d702bc7f4df392f72c5a1f7dd47b017fc8711261cc600b4626f63b0f6a01
4248,351,3,582,582,283,40711,,7201af291f03e9f336fdd73eff750cc7299d47838e7ce8c4d542492966df57a7
4249,348,3,591,591,287,46341,,1bd15aaceda31247ab2f814450f55f3d02ff3b2d99d9afe1696410828461a7bf
4250,352,3,660,660,292,33777,,6836287ead200bbe1c12c9c242e8c20c2e8a257aea2bdfd18ad27c262ee5c1ed
4258,354,3,352,352,181,24697,,e3a0e4b16f9c05c0061033d5bf88677e538d76581b1fd18ab062361268e82040
4259,355,3,270,270,129,24553,,c088065b42709d5d01fb3ef852d390fc7f4c4d216d44109b15b10a4dd963c3f8
4260,812,3,283,283,140,22913,,786f1376c2960e721a4917fce0e3d373c69735e26b5ae6b8376af9a34cc1d1ed
4261,807,3,231,231,120,27055,,f84bd3d13c6afdd6f795f4873f81ebd3b8706e25d77c7f69f0278550902954be
4262,811,3,402,402,196,27568,,d21e9336deb88818ac867e1a52a6d647de0949561eff3aa420d05115bb381e00
4263,698,3,223,222,4,27134,,24099792995a5b5b932b263538395fdcc1cbfb84a5ea1f3a87a653a745f3572e
4264,760,3,378,378,187,31195,,24b9a4892ce35671c8aa194626db63141f03f8e788e5ec10d262d73f29a06ce0
4265,752,3,259,258,127,29822,,4a6adece4d8f7763a5f8e5ff8320d27ab95b999561d735ecb5ce84bf7fcdce73
4266,745,3,920,920,396,38016,,a2dd231032e2407f761d9fb74cf00950d8a1d215f7529b258570a8d318e81b96
4267,759,3,214,214,106,26845,,c97c4661ebbd946af902f8c40b2443ab4647eafc79ccfe9556847316743b769d
4268,761,3,183,183,90,36921,,16b28d2fda0abd3ea46ab2b42da06eb05b365e8ece2014e820bafa4d80ac57bd
4269,755,3,500,500,258,54119,,50ef76d5ac0cb96ed387ea4ccde0fcb2c4a4feff8f57cffd38d5f6f420397901
4270,746,3,188,188,94,24940,,678e368b3cb996a339fdbb5f44854bf88c955d732efa0578d2585fa7446f85ed
4271,757,3,293,293,151,36271,,c830f013f2cfe5864376090e830a70bb56b60dca0a8cd6d07f96aacd5efd70c5
4301,726,3,1026,1026,477,40375,,bab1472efb8104fcbdb85712eeff3dab0b0434e113c56111fa8284476e8c3742
4302,729,3,321,321,159,26269,,a7c347fafb0c48792b14e7abe3a28968c2fa077a356c257aaf22c1fcd997879a
4303,764,3,719,719,305,27958,,517667d922b0ffc83417d25b08268816cab391f075e40bdb08302db107077a12
4304,721,3,190,190,93,25380,,2271fc43327af01e7b6fdc48be174a2c9980523d34b99d928ae57e5fd0c4d644
4331,708,3,660,660,258,28003,,50926f5762cd676a4e1f4f81c7659b5c370a6ce72295734c8638380b11cde5b8
4332,827,3,323,323,196,36586,,bf8fe6cf2cd882082460779db6c830f527471f9d13c4f4169e87307ae06dca7b
4333,828,3,350,350,157,25941,,84c50fa5a8ff719bd0d1356254799b410bf12cbf1616095e81406bb65fc95df4
4342,417,3,354,354,197,36633,,6c89bf36541c015ae51640c15a49962feeaf383c7eb919ca1e44a6b58caf6f1a
4348,735,3,133,133,65,22765,,8e994a2972b63f76976046e8b2f39acc95d511d0d914c5b18aa35649b320ef88
4350,739,3,67,67,34,26646,,a4ce89106284dfb5dd5fef1fb0bd951ace37a4a9bef349cc590beec4d6a8f1ee
4351,418,3,94,94,47,18621,,bfcd66e1fa5ac7a5428f886adf82563116a87b5f53dcda0a2560be3330b5aefd
4352,423,3,136,136,68,24537,,2f9dfe0aa908bc1945fa1038b95785b014cb504c09a7ac39302ae0843f1b747b
4353,421,3,239,239,120,23693,,716c46a88ce7e843f5fba415f9bd178d470b69bd80e605ff46d6c0f90b5edb7c
4354,422,3,385,385,191,32002,,0f6197d3512260c05830004606ad9640c495ae7e93498c12a73de493405cbbb5
4355,424,3,246,246,128,29464,,a256b364d4af1dd983bbad63546907f6176238ba47cf91c77201f229732c30be
4356,403,3,188,188,92,17525,,9140f2b51253f117fb6cc3ebb91341da762361edb3341efb974d444480f9bf79
4357,444,3,269,269,140,36478,,bc88e65a4ae5e0ae8a82d8f2eced1e87232eec8c5ec4affc3caa3f2b10a54697
4358,441,3,315,315,157,24414,,dd3c9837a4a2e9054b882bbb554666c48ca1171b1c766f866545f417da22b50a
4359,444,3,640,640,298,42168,,638d47b06c4f5cfa918a5985a8a97f14d857ae949d12aa9ad4ef4b6c79561d2b
4360,419,3,468,468,247,39783,,04d444a72518725cf9fffade140a50cdf3b0b11dd5806e5d60e3d4c046a8b750
4361,425,3,239,239,119,18769,,13e7ecaf5c232ddda27a34642468c0ae46321514285b6eec23623a4903b1cb7f
4362,440,3,389,389,187,37498,,76bf3819795acb83f28f8891400705a5c54d05da4e1d0818e57770cfce130cd1
4363,420,3,251,251,134,19688,,733b2050ebef12e655f105f6bd07c6c25f01a265da9395473df64f09b4e665b0
4364,426,3,392,392,196,28684,,0cc7229ff284b33f859c2cfff88d3a2a7336c8437adef3b6a2b1646804b68a3d
4387,799,3,159,159,80,29939,,5a4d7b2829f37b5e43ff332213706bca73a77991dde5f7169157d0fbbee31ad7
4388,829,3,326,326,163,30806,,68ded3e6340f684517379c47947de55648482728e8a57e38d3580c11772752e5
4409,817,3,220,220,120,18618,,77f89141891eb17fb7bbc9e15ce5d7451b49d118756c8eacc08341e269e5656d
4410,737,3,359,359,163,29730,,ac6e6043ae3243ed1e63b84bae33cffc35ea18173d1b7c33e9559da44aacca72
4411,701,3,363,363,223,29003,,db4be079ee812d33139c24dcc38afc4b3a82aba2315220848a9fd8fd10b458e2
4413,703,3,233,233,140,21328,,aa9a6c631d8cc80c3e207878d7b997da33fd79d46d58cba1320b3262f26dc6f6
4414,375,3,924,924,329,23531,,ec7bddcfcab580556eff4915d33f191728287a758f33e70199af7a08921a30c1
4415,563,3,195,195,98,28561,,5d913e5c8112e6c959b85c585a166a2d7333be375b1e1210ad76dbd0d3306087
4416,545,3,93,93,47,18565,,e20cbcba99c560bb581b9d1168b82bb15c869cc9344d639fc6b4af7bed901f68
4417,738,3,198,198,98,27254,,a206f11a572880dc892c03a013176155920d655d8276a1292418ff2b4d5a248b
4418,505,3,462,462,227,42792,,76069668adb38ac36f927c91de20b124934a8b1c58149f5c02e75ef8ef4252a9
4419,739,3,414,414,197,44658,,d1d5b5e222cd74d150b842471aeff83af80cb79716e803753be8b5ad59e3a630
4420,736,3,898,898,398,32720,,abb89d4d18a5fad787baec0f20abe72b2489b0f7ffa79dfac2f2f5729a7f35bc
4421,734,3,221,221,123,17120,,081a5bda6ab58028700c81bc6d8603aac16cbbe0df23b54a1105e3116684f24b
4422,543,3,110,110,55,34542,,7ee7bace53c0ffd70bb95e6532f236936b14f895460eeb35bf7aecdc7429009c
4423,535,3,275,275,144,32853,,a682bc7258bf68774267ca5343ddd85fcaf88bf21d572c298f760b49c87b7426
4424,826,3,654,654,300,48128,,b5379436aca2820675385955bbc0bc2919bfff655f418c131800756a5b892e56
4425,803,3,460,460,212,29909,,7907b14c4c55db716ac83d0ab6b09970b8a38066c57aed59f55f6c2e4c4187b8
4426,806,3,236,236,118,39389,,082db46a804d26b3791da03be5d11a721b0150dec0fa2c5d34a3c668223e1c89
4428,735,3,1052,1052,453,40303,,6b9a0ac6ca3537ecf1e1acefd26aeb2ba7e1f16482e34cbccf63ed59f14b67bb
4429,401,3,148,148,74,24634,,f50832b6ec45cbed51db31263608d971594688dd8081a11393e41e765dcbea95
4430,1411,3,279,279,149,22856,,e128bf626719a731117f385106c075cac030960ffb43a483eef3d3fc7b11e96a
4431,762,3,459,459,243,26843,,39bfcbae3b28da349129f57ed7103b4c379a8b74fe2943c8a776fc3d48cccbfc
4432,764,3,186,186,112,16824,,c25b4aebfce630e1a13d1d191e487561aadab368e70ddfd4759a05fb521e26b7
4455,766,3,247,247,123,25740,,8bfd58dbe75531d50f675d9737d15aa1b1622907d07f50e09131917af5118e46
4456,831,3,345,345,185,28255,,5c231c949d248d382162f9df572d653886077dc76e791d8a3dc54a77e62db3b6
4469,726,3,192,192,100,26326,,0b3ff5a5674d63ca42f13e975c1ede824aad45030bfd268946cdd8595a3a9f55
4470,797,3,666,666,310,32826,,cc61dd318b62a95ef5a36f2538bad8348f8863fe83f1512fd738ca3fcd583703
4472,770,3,586,586,313,30429,,c6421cdb73b5bec8b22fcf0c03bcd51863a94d24f037181dbdb878ba998b09a8
4478,516,3,974,974,387,47833,,314b38860d369902cd05db899cce816cbf6d61b3c641888e7a55a7b628790710
4479,565,3,487,487,259,31233,,c96dd617a9f6ae7c7b7603ed284fccb0fec86be0450b1eff2f580092d787abd1
4480,556,3,511,511,275,47097,,5acad1ae94849779f62fb198578fb29020d89c0202bf3d8aeb441a03204be3ff
4481,568,3,165,165,82,17316,,7d3b58586b9458a2f6bd45454c9e97455bd9f1e2ad791b9d49f0cd5754a6ff24
4482,544,3,597,597,261,27295,,493a48ca88eb6cb6f33e958aab02f26542b8be7ab5c504736a1cc0d66e36763c
4483,823,3,179,179,97,27716,,c553a47c0501c85e8a32161fbb5ba08e3e76ae76ad6811225272744940b696ec
4484,802,3,91,91,60,13327,,e8fff1b0ad50b7ce1c626d4d2562b9d33dec14c0d170e6a34b0137fb0877cdc3
4485,833,3,209,209,115,24556,,75a041fe131bc9feb85ecdd688e7fc8df2092fcd18c0d531645ebb245db0bc41
4486,825,3,315,315,197,26193,,aed4d2b813cb10d4eefe757c78181e80053e3f4ce573ce3c0c0d2d955c2c4c89
4487,809,3,430,430,202,23059,,f8fa81bc5b5b3f8f2158d876ea759de4ebed2344598b12a6447f55b06919684c
4488,807,3,291,291,168,25120,,86bab5f0c47d6bf39d338f3bca7c90f559098c796460a5b9735164c021c58736
4489,698,3,368,368,171,51272,,6a163591cc6a64b95da19ad672973eb5b186edf37349c1e3cec5af5aa7ce269c
4490,699,3,305,305,166,19456,,ede7abaa77ae59430e1d527f8afcb2ecfbbe7992de1ffb37a4fd7bab6ab242ea
4502,791,3,354,354,183,24112,,decb71eaa3533758e68211e6a01e971cae01acf79ee890e156d51c5ff47d06c0
4503,815,3,551,551,213,24048,,db93c70d0317c83df087f43afbb7d39a96e84c94429755c8c8ab5ad277c05844
4504,816,3,626,626,247,41276,,40e1da38d31e0401a23da7d4d2765ce3c16ed03ce64cd7f0cd6256003d7e4926
4505,805,3,156,156,79,25190,,ed94fd38370c875e717f81a05559a990a94c16eb70154feffe233a57a4b07198
4506,804,3,480,480,212,26496,,e274f87111460d23d393c48112b87008edfc0bd9b04e65f5cb2b90ca409e7eb9
4529,810,3,345,345,168,28887,,cbc5b2b26eb0cefa873552ddc62d044d881db30ab3e33fae7de5f5d809080b9c
4530,811,3,191,191,108,24734,,20ebab7b580b03664184e0f40dda4d181c1c063403992734e8c1839dd56cc9c2
4531,809,3,272,272,138,23793,,71dafcae215f5e14fb0c72469aecfb61fc0ebf0a44e725a2ef8fd9120b537f8b
4533,774,3,286,286,157,19139,,01f60a70f7522f9bfa16aa864f9100e56608dc089ed123ec07d1663c1a603a68
4534,792,3,192,192,96,26866,,8a62d3113124c748075dbc2ba7127ad76886818de72f11ad439119cd88d58c45
4535,813,3,1146,1146,462,46239,,9a9ee0393a0671c0ab9f1143a1832d557b6c106f75fb932256726d230360cb65
4536,765,3,221,221,108,14891,,7a533c64f3802e5147d1df1c5faecb6d6705791bbd748d4419c87f85e8583bd7
4537,789,3,180,180,90,25171,,5fa5092adb7bbbd9efd1de7be9997218166463cc7120861f839f290ec08ec12e
4538,788,3,75,75,40,24279,,b5abf38c0f7d6de33937e9f34a52b2a29cea1ca49ee316e2b0cafc05241e9397
4539,784,3,176,176,88,30591,,50bd6d100ea603cbe58862a438c353bf4e2c5fe696b29dfa544f4a60fd8d22d5
4554,428,3,278,278,139,29816,,0128247f2f5ae1fe3d45e5291c68423d71c19213d7ac1d1fc803b8160eebcffc
4557,761,3,101,101,51,28190,,f854cbfbd3fa7da9900a7ff7ed2462e3850ae75638f06c453d2dbe183a86bd54
4559,745,3,132,132,64,20848,,10202f1269bc222aeca7a096ccbd5332151f6e501a713d5def6110ce2a67df9a
4560,752,3,171,171,86,26746,,6ef131186a3906079b62e232724e626d03bf72657ef276336864ff4e6dff082f
4561,755,3,447,447,250,52058,,c6d6d06bc88309b8fc4e330b49fb7773f349bd8da8091e3cf89bfe2494ead035
4562,760,3,826,826,398,52049,,540dffb9a430afac7ae616b247f0c1580bef3c63b9647b539e718d372640fbda
4563,746,3,184,184,88,21958,,9e78002957988d71066064dec55617de0bf0480c0e5cbdcd5df968d83c5cb8fc
4570,832,3,482,482,230,23401,,6e5d3e00b7ab28454b7ac9edda5f2f5f16700894cada0a98911861710fb2f8a5
4583,438,3,605,605,282,33492,,aacb4370c871c10be787686d67512b21877cac2e252d21255ac263e74792b226
4597,353,3,294,294,139,20271,,29dc5e57584ce283ad92808621259f459607b498c434edba9a88c68b1de77c69
4598,350,3,117,117,72,17930,,49cfe926f7c3a34a186d4362e4482e622549df90ef00032123e0c5236da3c8f6
4599,352,3,218,218,106,27783,,fc486a5b404ea87f0dc8a432374081d16547949e333c537d401c0e3529f804b3
4600,348,3,299,299,148,30425,,653fa074b57f2be5d040248320eb7bd6cb97c19cb241df4ee58bb05cd68c425b
4601,791,3,108,108,51,17629,,2620c72f3740f325695552c97dd01fe53eaed2494f5a8e3cc66e1dc0409f58db
4603,757,3,260,260,128,33205,,225d180262797ac03e78cda953cf21e44df9df5c18fa5d7ea08d609bf23fbee6
4615,730,3,636,636,272,31561,,69e5f26381d12d28a663da92f1abbb02e8881f250b7d20aa564eafc4ea1901ec
4620,723,3,200,200,100,22059,,91c18bb463e0e1d7a9c3bce94e92b18da740b7361b11318248ff7d3055d10c24
4626,798,3,78,78,38,31872,,25db47d7a81edd38e324d4020084a01078f50da2972f46a3434eda6038e055e6
4627,355,3,366,366,219,35875,,dc2b348f11906caa9d685751bf35c3790d3eb2cd45b615ed2b2418b416289d7a
4628,354,3,317,317,154,26412,,fda55a527edfe67376b14ef8754927161dfdd0a5b12b32facc6961b103286a4e
4629,374,3,234,234,117,33919,,b8ba56129d782db228bae74d65a36c4ad91482dd4d084f13d03e484b133962ac
4630,332,3,79,79,41,23857,,3a9bd6863d6ff9fcd66b89a6f65d99dafbb5250226ff1c475a2cba9182f09ca8
4631,372,3,393,393,197,32383,,210f65369024256cd7a62eedb6d20e72eb0214e3dbd5a968507ee7bfb52bd7a7
4632,371,3,471,471,206,38066,,9c2d5d7dc9987781ccfe89d78224aa1ec075eb23271fb62e98582995a2f8e9f6
4633,314,3,460,460,227,36032,,87f77546efcbd85ef954ef4a597854febf22d450df397f6ab60b29d28af72a97
4635,375,3,132,132,66,17058,,178603f3f920e133a1b938cec3be92777784ab52c56da10f6f46589cd2fb538f
4636,315,3,334,334,171,18955,,73e9060c2fbc833f9ed27584b14bd1eb8f023d82b27d76a0c4c736a61f954eb7
4649,729,3,515,515,288,37553,,c89550846068fc05dc8cfff1379641edefdd27e6d6297b1c1fa0ebe94f458439
4650,721,3,565,557,289,32802,,b89b0694d34695ac1e40cb18e4c14986288db0d0890ef82fce89f25b3a696dcf
4651,740,3,355,355,192,29103,,72c3a6be873fde3b517e81fbec5d4614acbda7d081dfad6a2bdfdb67c5046be9
4652,741,3,183,183,91,21836,,1d90b297d8915a651270e42cff4fb29f3c980c8c86032c874b3ab14f33fb6827
4653,737,3,324,324,150,29672,,ad2ae566258005a09519898026f69ec7722050b85c93bf2fe67d9ce34eb574e3
4654,738,3,441,441,201,27505,,33a2b672e0d583bbc76e6d3c18cd5a9c2421d0ad8f8946d70d0c62acfccbdc0e
4658,411,3,345,345,187,25026,,ce1161ee07866769428d18edf6d681bdb34c97897131473146dc478dbc98929e
4660,401,3,431,431,230,31280,,7de45ac0e9d667c2bd9e0f44dd3fa6a9d4dfb6df3210f7d8c3bccf16fe509609
4661,430,3,602,602,289,28214,,a2400c8c9963c208d4281732cc6e06ec486b349c6e0f08dc02837a677031954b
4662,427,3,466,466,227,28924,,6ebc6e1df1df76344eb5b08def7b5157084523fbaf7dd1c5880112574947b6ee
4663,830,3,779,779,298,24323,,aaa560742a35795c1ff804682c0d834c94ec9b5eaf770922d2280d718b05c5ff
4664,518,3,353,339,178,40968,,a20a51eec0ecb7ab7d4ac0e7e4aa5dea6201dd746e634f9242068929053af51b
4665,537,3,719,719,329,32840,,01ec6b2b5c80575387df97929ac77c6ec33c270767299b9b95d3682808d64f35
4666,565,3,924,924,392,37794,,a1168abda0bc009252b500e4f3b1ab585d107767ddbb30a2786c16026676826b
4667,545,3,85,85,47,11019,,dabb00f63b65183735a535a329f420bf3d14679e0a1523e15c22466587ede73f
4668,569,3,761,761,328,29865,,6aa4f05954781019527918c60df618cd8f5df2541987dabb82cb32704eebc5e8
4669,568,3,301,301,187,26974,,e0354aece9dcbfa0457d500dcf39e0068a71e383446bf901301454046203fdcd
4677,351,3,220,220,121,27903,,105f7f22bb434eee8d7fdacf2ff5b635346411292a1405c313ce8cb71d9202a7
4678,352,3,145,145,71,23220,,e2675fecb2afe19a905a4356830809780c58833af9647e4c14a2b6419f75ab87
4679,734,3,156,156,77,18232,,21d792bdf4a70f0a7a5be38685ca6403bca50196471a3bcc90b3e2206025a640
4683,781,3,580,580,251,40665,,1fcf3c27b042c21610affbba6ed17b72b3cc448b072be8376b8c8982e6fe793c
4684,774,3,489,489,193,20522,,69577dd2efe1d4f5d07eaf646ada2c7c66e72931e34ea826caace28746db2b8a
4685,417,3,487,487,221,33754,,a7f1690827ffb2ad20fd4af56fff101ceb831ec52bef779aab05f70dbdfcad4a
4686,418,3,64,64,40,26336,,cf4df97f6d90378910a0dd550faa32f97875ece83c887f72b610f86056604b4c
4688,419,3,174,174,103,24548,,a562ec36fc25d9a3d3b4991dbd2bd3bee6cf95d967217e0b87542c13e4d8a4ff
4689,421,3,309,309,165,31161,,a4b4fd259a9933b9f91302b2329f88a53c7608b3ccbd501e86ba23ca7cb0bbbf
4690,420,3,214,214,137,14282,,a5d1fce444d8650fe08958188dd41a9dfb4a2d4f8627ef83d375ee38a7b8281e
4691,422,3,806,806,376,33728,,a36bd6904185aa819b5425e67b41c8e83665e7dbf9cfa489d6ba9a431dc2009d
4692,403,3,619,619,285,25766,,63cf0bff9be1a04f5ae81cf044d658d39118e8a84e7b052db52ca9ecc8ee4301
4693,426,3,150,150,75,26396,,473d893c31d5c2317f56d50245301b19e19f88588ac1525a3c8adbf5d8903453
4694,423,3,166,166,83,21646,,2e544afc5ba897b5095cfd7733743ff9304bedd27eef06c799fe9894c962666f
4695,424,3,191,191,93,28441,,e1c9b36c1d00dcdd39f6e6342da54af2fa55b9c6aae143d392e0363786cefa1e
4696,425,3,113,113,57,15504,,c887dea41579657f15836c8f95ae0240b5c433ffa27ea638c145a05c1dacbe2b
4717,706,3,84,84,42,16845,,4fff25ed7ec4c6d5c5a3cf1a170a94355192db9338dc8cda3932bf3d3999d788
4722,401,3,381,381,191,30003,,3533334393db971b91812b0bc79b380ce1ecabf091a264a3cefc4415ba6034b7
4723,411,3,259,259,166,21568,,166d63c0ff89a3e88b955f797fcf2ec531aa89172da8c34268568d1eb791f517
4724,419,3,650,650,273,32938,,1456c54f3e1b37ab9d40f2ec3087ea3c86af38fee112edf23acac79bd956f4a5
4727,425,3,951,951,423,26328,,c5f60d3ac94e616cb0e8b1f931387ce808272333a2715d6f3d117445d4863463
4728,418,3,285,285,156,26286,,194ccefda03d3d6bbdeb6c20ac4d443268e59cef5de8b290a31feb46435145dd
4729,422,3,452,452,253,26208,,00a75aff24be51295ee1bac3a69dd2a8d3c170f5ba4952338c43b102a333bbe4
4730,423,3,246,246,127,20704,,c4eb26d4cda4a309219187baf0260aa56815322b5a3d4018afc4fe8fa4d22de2
4731,420,3,570,570,252,26899,,d3da74164eacce070c010c4a2803d631c18b9cf7cad5979b647d03df2bdbca01
4732,421,3,187,187,95,20200,,bce005ce0f75238cde8a2ffb9174ad7e495cb21a7a7ff3dd066c093c6cf69d0d
4733,438,3,189,189,93,22502,,3f450d97100e24bab9e4194b6ecd132d8dd10f4e1f227b8fcd46f2958e756d6e
4734,440,3,274,274,145,28390,,f076742ba34adad54bdf3f2a4bbf412c83ca15630bfe90b92005df7c82c9f0f4
4735,417,3,321,321,153,26005,,0c0674d889acecc963ee4914e8d42f59bb80d471fff6d906fe0bf628c45c8c15
4736,424,3,174,174,87,24401,,63c973ce5d79675dd778dbd0384b67939179be8d3e8201c0f478093c066aefd7
4737,403,3,129,129,64,14210,,58389846b096ac71e7f0383633be5c3dea30ec64dcda64901532cc14fc1196cd
4738,438,3,280,280,141,22444,,e5e2121fa177caf63e1390a22db6899b8739fa0259988889e1f6baa3b2f8823b
4740,427,3,135,135,67,18351,,fb32c54e91e6ad5d8890c7a7f43bab769962413ce4a6e96795bbba8548ef349d
4744,430,3,132,132,67,17705,,85b288d1152899ed5a6d9c82d1991b69939f2b75a616018ebc0c78fea2b9d5f4
4745,428,3,148,148,74,17713,,c75a076498256e7960395ffe7fd96b27453333c2089684b78886e21c3d718456
4746,426,3,614,614,248,29468,,61ba51cdae9d598d119520dc3e22eeb4d5365637b16188c919d9fde4aa241f28
4751,829,3,145,145,73,32596,,a15fff0c86dcbb9ef70729673ae176e9f42891c02ddbec5f27a6178cb615fe13
4752,832,3,164,164,82,21006,,1c6cf00bf61814f7ce0a79a52c0c2844cce503315499fb118c4bf4a26589f2be
4753,818,3,171,171,84,27140,,42bdf75a44057bc324e61b4369dffa682514a093257ebe42bf85c5af52374650
4755,788,3,78,78,41,17478,,0769abe66ea617937c591dfd037be6cdf9bfbb47d7e6c8738667f61acaba0d8f
4756,427,3,118,118,58,20079,,5b45747dc59816b217a687fd43e281c8c5451a2b1e789734f734fb9c171c1c78
4757,430,3,148,148,75,15717,,de82f141dd57cfa47e00a571f49f394fe0954c38eb8ca5e117575566e63a562c
4758,428,3,127,127,63,13865,,2c928e1f2ce4f1845a7b420444d9f3ef2d8d7c751f461547c484ec0cd49791d3
4759,537,3,411,411,164,14675,,5751f42784f6e5c128361fee38e0efc42d4493dba302f519a79684c8f66b92bd
4760,441,3,999,999,436,40012,,0438f9b3515122ea1a9d81187f79a839685bd57ef0f7934d3f79d6a644354125
4762,444,3,390,390,170,22566,,80edfde543b32f0033de9b776feda1dcf062de7fbb1fa054ae9ce8c78e66b6d2
4763,832,3,1158,1158,482,33148,,328fb8a7d6990186f034874d10e33d639c19e9bd292b153ed1084d86c0743180
